Epoch,Score,Average Score,Steps
155,-11.437629961142637,-12.47855337131402,98
156,-11.11429985421892,-12.471021440778435,98
157,-10.42616359936684,-12.45221176839632,98
158,-9.384161552776357,-12.421001679917277,98
159,-11.812320083029181,-12.420723736278914,98
160,-9.731801992322655,-12.400272122672227,98
161,-10.804874820887733,-12.384335037989894,98
162,-10.76027412595084,-12.371800639610337,98
163,-11.84214648621962,-12.36479438477693,98
164,-11.442774224252922,-12.343331940908762,98
165,-11.539827335971168,-12.320775509130879,98
166,-12.30074549845271,-12.306834216230667,98
167,-12.431341980342674,-12.300015995036247,98
168,-12.413666471804623,-12.286684106589897,98
169,-11.834804830398115,-12.26768495082799,98
170,-12.48656413142679,-12.26145418214197,98
171,-12.418958611846396,-12.24924209802151,98
172,-12.434978831878968,-12.235509035768933,98
173,-12.946621757969305,-12.220900016715234,98
174,-12.418498164740795,-12.20034526218649,98
175,-12.442195248561315,-12.179966407263937,98
176,-12.34455726205515,-12.158835293408778,98
177,-12.341576377069483,-12.137071781850477,98
178,-12.470190378492243,-12.117644282859953,98
179,-12.909242896759013,-12.108220267666654,98
180,-12.4587186409575,-12.094824422492874,98
181,-12.404847558392856,-12.087469107071257,98
182,-11.802772007562176,-12.087191762695147,98
183,-11.99633363579809,-12.070279242157916,98
184,-12.394638461951425,-12.050351109661854,98
185,-11.16556153652236,-12.023313388346143,98
186,-11.557843766685219,-12.002349545197335,98
187,-12.398968202433803,-11.990358889088503,98
188,-12.497933067010479,-11.992195416830393,98
189,-12.566422710125506,-12.007475870702038,98
190,-12.937668980556076,-12.01226068672662,98
191,-12.93642485614859,-12.01185797269077,98
192,-12.479355976649178,-12.011850816406154,98
193,-12.546418095368981,-12.019477649287023,98
194,-13.024925390121702,-12.039045349401704,98
195,-12.969527708432533,-12.054610995962689,98
196,-12.461160318440937,-12.054056989105371,98
197,-12.48636146790426,-12.063393000858158,98
198,-12.570855318911232,-12.087419702131145,98
199,-12.896870742364756,-12.106818572864496,98
200,-12.46341517768505,-12.11802968873817,98
201,-12.94050807069909,-12.12775428507818,98
202,-13.065916355613805,-12.165812421981133,98
203,-13.106236018046287,-12.1603109980263,98
204,-13.104685743509082,-12.15434648776972,98
205,-12.929827112521853,-12.1527222196448,98
206,-13.033416465635552,-12.146659383164941,98
207,-13.084815949805321,-12.139869018533847,98
208,-13.041464933293263,-12.133864640995533,98
209,-12.976994430471589,-12.127879304430367,98
210,-13.184137269525998,-12.123871049385329,98
211,-13.019244902549314,-12.116276829085674,98
212,-13.175281259344775,-12.111730267566177,98
213,-13.586721974636015,-12.116642758334633,98
214,-13.05635354680263,-12.126778787041852,98
215,-13.074877173235402,-12.133715978876097,98
216,-13.165988391951023,-12.13371883549311,98
217,-13.092205259759737,-12.128863617690202,98
218,-13.099456596079524,-12.128194841105383,98
219,-13.120485504631539,-12.123650529295835,98
220,-13.610724019150842,-12.123877373138427,98
221,-13.697871434620149,-12.124034946921455,98
222,-13.156031681111413,-12.119496744963843,98
223,-13.637105241497807,-12.119235082059308,98
224,-13.640065859499176,-12.123813684527589,98
225,-13.150528216602604,-12.123998827548702,98
226,-13.662961055233607,-12.129683756114344,98
227,-13.591475384205188,-12.14540405919412,98
228,-13.699354885690136,-12.178831825161064,98
229,-13.759970217196491,-12.217723119228273,98
230,-13.805598429792532,-12.244830750128813,98
231,-13.772358000263646,-12.272328455481281,98
232,-13.670450072539756,-12.290697031535046,98
233,-13.73034115530322,-12.313572946266142,98
234,-13.75564598793285,-12.336565733855762,98
235,-13.740574655516552,-12.370079982185265,98
236,-14.40905893287016,-12.412063779219089,98
237,-14.436576942006734,-12.449477798706203,98
238,-14.42094756839822,-12.468124584992676,98
239,-13.852340404215107,-12.493340495353499,98
240,-14.46932566501231,-12.518525240021125,98
241,-14.454538836185474,-12.542705876318323,98
242,-14.486750624863559,-12.577870343459066,98
243,-14.507290301249467,-12.604133029390397,98
244,-14.523789017116718,-12.637598454495237,98
245,-14.52787420898324,-12.668622300921,98
246,-14.557230945104495,-12.699687580397265,98
247,-14.499183699764114,-12.73360902579705,98
248,-14.554576317234234,-12.7672853715849,98
249,-14.51171831389368,-12.797266171300262,98
250,-14.545519672058477,-12.835075032087618,98
251,-14.564463900833317,-12.86630460641367,98
252,-14.577214877154672,-12.891594481449784,98
253,-14.564402662967415,-12.919250452965992,98
254,-14.592272968832829,-12.953240727002166,98
255,-14.579109996225942,-12.990901972348485,98
256,-14.676510954930443,-13.022970100999848,98
257,-14.665577479029917,-13.058131265601938,98
258,-14.73285738835837,-13.10077179816621,98
259,-14.702975376504298,-13.153433321173418,98
260,-14.540440168037902,-13.180444411124,98
261,-14.601153325669117,-13.228655810464067,98
262,-14.535712939594909,-13.265594801738397,98
263,-14.512432462845021,-13.302744884281902,98
264,-14.420466363730243,-13.328272803861216,98
265,-14.41810183223306,-13.357731493049135,98
266,-14.462911815651506,-13.38667292354102,98
267,-14.520647221839749,-13.408652148525048,98
268,-14.546047843619446,-13.42958983033967,98
269,-14.555809969421302,-13.450799171900231,98
270,-14.58091006431229,-13.477988332632053,98
271,-14.578158866108625,-13.498697191391281,98
272,-14.567583342187246,-13.519970703572874,98
273,-14.58439041467027,-13.541252006372787,98
274,-14.542678333067636,-13.557054546720295,98
275,-14.55401706114729,-13.578198298169863,98
276,-14.585834953923774,-13.599422453668502,98
277,-14.619120297739244,-13.621942879764386,98
278,-14.531791622015222,-13.643628179219295,98
279,-14.494197127941469,-13.663667850005918,98
280,-14.420664331494182,-13.678632418666666,98
281,-14.481696897565767,-13.698661906355856,98
282,-14.459272612510869,-13.719002748475837,98
283,-14.575755350364734,-13.746458029097647,98
284,-13.887926614533571,-13.765186672451463,98
285,-14.472457857690358,-13.785759141716206,98
286,-14.523712502998963,-13.81900816118627,98
287,-14.532606410201929,-13.848461256666631,98
288,-14.56123952340405,-13.869869883606933,98
289,-14.549785405483417,-13.890185253294781,98
290,-14.506046004970994,-13.909389444332856,98
291,-14.599216015366489,-13.925840405073552,98
292,-14.525855050881159,-13.941577337694667,98
293,-14.466149059568512,-13.961248556337432,98
294,-14.642053835038734,-13.981997425047036,98
295,-14.60124037589222,-13.99760450411407,98
296,-14.697735790026513,-14.014715475218964,98
297,-14.59602183075412,-14.03585271791513,98
298,-14.63386384419855,-14.05711511768042,98
299,-14.55720413889086,-14.07678193768022,98
300,-14.514301919229679,-14.092796107748185,98
301,-14.476898373043417,-14.112731584929953,98
302,-14.479410373595721,-14.127968241394278,98
303,-13.883719034491195,-14.136065297620789,98
304,-14.485852349184132,-14.149724865255815,98
305,-14.655670435796857,-14.165081149337873,98
306,-14.524623423783481,-14.18087121182561,98
307,-14.57854695939921,-14.196169533546042,98
308,-14.603107269276164,-14.211202120867535,98
309,-14.585714512154833,-14.226491720658245,98
310,-14.54445921151206,-14.242011173935873,98
311,-13.88477032974562,-14.248948134928149,98
312,-14.553957797637151,-14.264143312107235,98
313,-14.437584087860888,-14.276641359914326,98
314,-13.89621291911899,-14.279705626691383,98
315,-14.480453951044696,-14.29380563069378,98
316,-14.476472457133328,-14.307682811722474,98
317,-14.45889555963946,-14.320483872788692,98
318,-14.424129210237568,-14.33367123863501,98
319,-13.893523767739586,-14.341533289839566,98
320,-14.435208129627881,-14.354550345532598,98
321,-14.500946676916994,-14.363364431253055,98
322,-14.442154400920515,-14.37073356953326,98
323,-14.421880702287508,-14.383266728158764,98
324,-14.43561701517371,-14.391172785323871,98
325,-13.852279940646346,-14.393273914840181,98
326,-14.528107740113297,-14.406913316063058,98
327,-14.499418867872022,-14.41519507658423,98
328,-14.685424962755953,-14.426026260530275,98
329,-15.448866010024044,-14.443348152850415,98
330,-15.490657960984361,-14.460483675066135,98
331,-15.531801467089048,-14.47757479424729,98
332,-15.44434640000981,-14.494129134838836,98
333,-15.439066866745218,-14.511640192207206,98
334,-15.478488982255211,-14.528948586533463,98
335,-15.444210808764012,-14.545667050106049,98
336,-15.458022914828609,-14.562671488317061,98
337,-15.436543721619216,-14.572844605037348,98
338,-15.496923731394338,-14.583343088100593,98
339,-15.49102637203124,-14.593937927740523,98
340,-15.480649128909288,-14.610059796301854,98
341,-15.521439989923213,-14.620476769815822,98
342,-15.558108458503437,-14.631403201719962,98
343,-15.549093851240489,-14.641921451486066,98
344,-15.475217671487906,-14.65150489079536,98
345,-15.49055383995734,-14.661076819734372,98
346,-15.451969023922535,-14.670226273347636,98
347,-15.441995968408516,-14.678986323083317,98
348,-14.595148877036593,-14.679936473353342,98
349,-14.656428753695936,-14.680944913318308,98
350,-14.638663977719075,-14.682201801078957,98
351,-15.423743921825249,-14.690897090680606,98
352,-15.509445644093635,-14.700253345564374,98
353,-14.750357288498632,-14.701967626864809,98
354,-15.464853079258779,-14.710882977521159,98
355,-15.367380824439309,-14.718557312725183,98
356,-15.390543801437769,-14.726591310796588,98
357,-15.454087932443803,-14.734290092752167,98
358,-15.380269615771017,-14.741366252521882,98
359,-15.428240054474884,-14.748251229414123,98
360,-15.527938604247066,-14.75641918216405,98
361,-15.542766805035319,-14.766343208272938,98
362,-15.579272096877824,-14.776027552542327,98
363,-15.412485032961097,-14.784708464357832,98
364,-15.412443184177397,-14.79361946159875,98
365,-15.485827038453158,-14.804167587091055,98
366,-15.633544973966057,-14.816201677603262,98
367,-15.625348545533024,-14.827710952156545,98
368,-15.618212129825134,-14.838577931443531,98
369,-15.657521975382968,-14.849582625817428,98
370,-15.61185997220116,-14.860038566439007,98
371,-16.51929642414043,-14.879230510595722,98
372,-16.614687752853765,-14.899394162939736,98
373,-16.684883448905982,-14.92035753033299,98
374,-16.612639405869274,-14.94043920351318,98
375,-16.688441748625614,-14.961684385845436,98
376,-16.56423047099321,-14.981587488913215,98
377,-16.593571358229998,-15.001466067173673,98
378,-16.516313863347925,-15.02025016188267,98
379,-16.60096172665611,-15.04073699460189,98
380,-15.656314914322186,-15.052243111298727,98
381,-16.509519494461383,-15.072924845585533,98
382,-15.68095791406157,-15.084798717035985,98
383,-16.638438965047936,-15.106374621516547,98
384,-16.591437300601026,-15.12633186854859,98
385,-16.51386810090892,-15.15233128920577,98
386,-15.611049571373158,-15.163604474489762,98
387,-16.50158605902291,-15.183187380985046,98
388,-15.572390027587678,-15.193482268285896,98
389,-15.487192578979926,-15.2026501203213,98
390,-15.521686370182271,-15.212272902150003,98
391,-15.564707856105112,-15.222754702656282,98
392,-15.575361680758201,-15.232419511224517,98
393,-15.622442890525727,-15.243276816567533,98
394,-15.563734711449452,-15.25414400123962,98
395,-16.513240751883437,-15.272670604376696,98
396,-15.66852584926055,-15.283237787281331,98
397,-15.475432104353743,-15.290937750789523,98
398,-15.43884324647691,-15.299282517281828,98
399,-16.501010763156142,-15.317769120439824,98
400,-15.623875788517642,-15.328330225881672,98
401,-15.680915765422592,-15.339880858022198,98
402,-16.507270412381594,-15.359983551480992,98
403,-15.637996992395992,-15.37145470612258,98
404,-15.634813852447943,-15.388792278577595,98
405,-15.622424131768401,-15.400045464543778,98
406,-15.676001855158631,-15.410147755824585,98
407,-15.515938847725531,-15.419962760022033,98
408,-15.539501124736569,-15.429477157698638,98
409,-15.434885832950206,-15.437712589022144,98
410,-14.568752720589647,-15.437544650491795,98
411,-15.459249655291348,-15.446601981618322,98
412,-14.541858736841778,-15.453107807431158,98
413,-14.666315955659057,-15.454220264441274,98
414,-14.585550477158641,-15.455685278196697,98
415,-15.356475414515405,-15.470143322705576,98
416,-14.590838572917317,-15.471236239753821,98
417,-14.692303136004826,-15.473373177168387,98
418,-15.43284490518073,-15.483016239995527,98
419,-15.452287704483558,-15.49319602706727,98
420,-15.495129931604271,-15.509053513838209,98
421,-15.507954120561076,-15.51967476127319,98
422,-15.5670512906345,-15.530230252498114,98
423,-16.510376886622144,-15.5507077028516,98
424,-16.535817312226072,-15.571637768296537,98
425,-16.576301072102403,-15.592832659949297,98
426,-16.510511896670177,-15.619151788226757,98
427,-16.576595675402363,-15.639433846991997,98
428,-16.70049887231154,-15.661226718323078,98
429,-16.59717197425192,-15.680154906555714,98
430,-15.649427635243848,-15.682140665221258,98
431,-15.624786003272652,-15.683468665639955,98
432,-15.681504649838232,-15.684950875370145,98
433,-16.59176340641486,-15.696311439789996,98
434,-16.51489047189335,-15.706963158652847,98
435,-15.644104421375161,-15.708602915475819,98
436,-15.594003863551023,-15.710086015028164,98
437,-16.534945274012028,-15.720748612643842,98
438,-15.670026771349203,-15.723060326007506,98
439,-15.657825706570183,-15.724653414870632,98
440,-15.636577113735125,-15.726094511323145,98
441,-16.622636820875876,-15.737401320154497,98
442,-16.6858282222365,-15.748929916514035,98
443,-16.60128726775057,-15.759258419575888,98
444,-16.651203059065296,-15.770170391930588,98
445,-16.532628641635075,-15.7806398074766,98
446,-16.551046703571487,-15.791139736819316,98
447,-15.67137047223829,-15.793312028386799,98
448,-16.590545847901986,-15.80468380937188,98
449,-16.55624779149825,-15.824100630307143,98
450,-15.63395612447304,-15.83377911912672,98
451,-14.679445416111884,-15.83418289574447,98
452,-15.412090821995449,-15.834067518518435,98
453,-14.597806505216834,-15.825041388430545,98
454,-15.35875940024379,-15.83106517171515,98
455,-14.565662071662171,-15.822162290451816,98
456,-14.580318834651765,-15.814369597483624,98
457,-15.47389925880295,-15.815194899041696,98
458,-15.549587292719895,-15.816140437262248,98
459,-15.433880327246873,-15.816671236385774,98
460,-15.393743960468692,-15.816329690900563,98
461,-15.514921211638159,-15.816200805825229,98
462,-15.481207309697108,-15.815591305871386,98
463,-15.422268393251851,-15.814036813756276,98
464,-15.411354853183278,-15.814025623857486,98
465,-15.43197817741875,-15.814219039632151,98
466,-14.716929917974513,-15.806606196855137,98
467,-15.477144181129821,-15.80505767415379,98
468,-15.436273077246744,-15.803185639814323,98
469,-14.623567685854761,-15.793337675022537,98
470,-14.589606036618983,-15.782764249886258,98
471,-13.833278715933979,-15.765154534477672,98
472,-13.721998273384807,-15.737458513183062,98
473,-13.861698999738673,-15.710201198795783,98
474,-14.38013478216194,-15.687381905065642,98
475,-14.404816099031775,-15.665522268364281,98
476,-14.527360568597167,-15.644125424997664,98
477,-14.58625275889724,-15.624541487254138,98
478,-14.535139531866072,-15.604160974121822,98
479,-14.457099326637138,-15.58377271138211,98
480,-14.467165153391415,-15.562646012636916,98
481,-14.39286766921406,-15.550136633972476,98
482,-14.407424150872645,-15.52932380878843,98
483,-14.534271407442708,-15.517970477039729,98
484,-14.488629287287454,-15.496685232705467,98
485,-14.649802821780936,-15.477461128954776,98
486,-14.578336763410283,-15.458297452345878,98
487,-13.69051581777613,-15.4392822666667,98
488,-13.563353262789809,-15.41019085284261,98
489,-13.689470003504814,-15.391548080326935,98
490,-13.784986056119381,-15.374694550397626,98
491,-14.434255145862046,-15.363927904612275,98
492,-14.618302283434922,-15.354557552407623,98
493,-13.752679213667681,-15.33651119134732,98
494,-14.393896094738558,-15.324347361686062,98
495,-13.118544377783337,-15.30013755640224,98
496,-13.826555856191474,-15.273536715850831,98
497,-13.865150782186271,-15.255681517166925,98
498,-13.580251450859796,-15.236917352280846,98
499,-13.840596598279745,-15.221093128041273,98
500,-14.465252411705395,-15.200937104759582,98
501,-14.477014950165001,-15.189582046954113,98
502,-14.459276766047982,-15.17748661131674,98
503,-14.624223600386012,-15.158842583475199,98
504,-14.39102408195605,-15.146496317035197,98
505,-14.63896175194819,-15.13663639524807,98
506,-14.618092028484734,-15.12669251303734,98
507,-14.625858651742254,-15.116295055577773,98
508,-14.597837611235713,-15.107204944325398,98
509,-14.62997153059536,-15.098199700819054,98
510,-14.57864487987872,-15.089722067620324,98
511,-14.561332810501636,-15.089648603164008,98
512,-14.60260835122653,-15.08116700609406,98
513,-14.59772603839764,-15.081720147693623,98
514,-14.546671083421062,-15.080535544998197,98
515,-14.42023212406874,-15.078898729621068,98
516,-13.807554835349295,-15.063562882302591,98
517,-14.398939676211569,-15.061662893226295,98
518,-13.637912202447366,-15.051223379032656,98
519,-12.950001404081185,-15.026640770110879,98
520,-13.07456644282221,-15.003098975440967,98
521,-12.928204659876416,-14.977683873740691,98
522,-12.919216120387093,-14.95205280443204,98
523,-12.462951924644884,-14.921319147343032,98
524,-11.937873255846496,-14.876046834167035,98
525,-13.73241104249369,-14.848290336446912,98
526,-13.691766727489716,-14.819730590460646,98
527,-12.886589470837851,-14.7838501704029,98
528,-12.373120494149342,-14.74223160425188,98
529,-11.513576346194053,-14.690875935676459,98
530,-12.345996909098735,-14.64878509344722,98
531,-11.564685882899596,-14.608342105800249,98
532,-11.779373353576766,-14.570268713229003,98
533,-11.931874393160824,-14.53314366118269,98
534,-11.558939399298538,-14.483313720518172,98
535,-11.458053042123478,-14.433246023193721,98
536,-11.513309811856631,-14.392347066663836,98
537,-11.847604413703424,-14.355254002803962,98
538,-11.361311398465311,-14.304029905026265,98
539,-11.55417025184104,-14.263278850377672,98
540,-11.885681553567679,-14.225930888466756,98
541,-11.525324182483104,-14.185225413899902,98
542,-12.317400435660135,-14.14259931107598,98
543,-11.371867861024874,-14.089985842153096,98
544,-11.521690261619106,-14.039692802488428,98
545,-11.843871142463245,-13.992095456779497,98
546,-11.887424898687762,-13.946103340512694,98
547,-11.840388359574554,-13.899463158888963,98
548,-11.550740391115625,-13.858664841254084,98
549,-11.931735517898614,-13.812538006303555,98
550,-12.28613757578998,-13.770259687336148,98
551,-11.434876612023885,-13.728684642658429,98
552,-12.443260458373999,-13.706544197532315,98
553,-11.850381985230108,-13.671279753603946,98
554,-11.378002748503725,-13.639400508487974,98
555,-11.389919969508508,-13.600105068579703,98
556,-11.895827686592618,-13.573671064767135,98
557,-11.445147858476904,-13.542629767973326,98
558,-10.99103952674219,-13.498245018150943,98
559,-11.478341639302375,-13.457935655245818,98
560,-11.466023298686576,-13.418649942091754,98
561,-11.567904382885319,-13.380770342313703,98
562,-11.516636084179694,-13.341183360853716,98
563,-11.488984977131611,-13.301656407065938,98
564,-12.330757337939767,-13.271047386716312,98
565,-11.546356136675927,-13.232780072691487,98
566,-11.451504170165979,-13.19336943895631,98
567,-11.94849117756019,-13.165959154397756,98
568,-11.880078749644975,-13.130344645175134,98
569,-12.874324914288632,-13.104978821779508,98
570,-11.931049868446731,-13.078320229527941,98
571,-12.302921581509471,-13.055679789378342,98
572,-12.416023279204063,-13.041647557331512,98
573,-12.391643583459674,-13.028475728718393,98
574,-12.376977081944494,-13.013775511710527,98
575,-12.346742101587589,-12.99364291091276,98
576,-11.993546973015604,-12.969768959170024,98
577,-12.435472155813118,-12.94905719270682,98
578,-12.350969033205335,-12.926925670670267,98
579,-12.917445614011559,-12.910908899206358,98
580,-12.489847157266423,-12.891431154955164,98
581,-12.48036374504874,-12.871759853882462,98
582,-12.405687807136918,-12.852084805743088,98
583,-12.385964939745264,-12.832070358108162,98
584,-12.347332512434077,-12.810417497761543,98
585,-11.828554676932393,-12.78408012538179,98
586,-12.51267306660813,-12.762920424835524,98
587,-12.320829109055316,-12.740568863901316,98
588,-11.546579985187371,-12.719341776449944,98
589,-12.475098625314256,-12.708566978059098,98
590,-11.924109098396253,-12.691088157216438,98
591,-11.919019851862808,-12.672613244303008,98
592,-12.489265762599631,-12.65335592367665,98
593,-11.51875937251851,-12.62266738000421,98
594,-11.44633516314213,-12.599832290395044,98
595,-12.390597532754997,-12.579997651167483,98
596,-12.509672404964865,-12.573969215793044,98
597,-12.417263291871896,-12.560015824067106,98
598,-12.354718109074863,-12.545061045125406,98
599,-12.390595469405307,-12.5332822730318,98
600,-12.54962478359235,-12.520500373876478,98
601,-12.484944472880983,-12.500893364581184,98
602,-12.923713756622252,-12.485514144843139,98
603,-12.400238522163173,-12.465127627576953,98
604,-12.903079177806367,-12.448086593690025,98
605,-12.535605242569488,-12.429716110131741,98
606,-13.026688297590642,-12.413753006623253,98
607,-12.879337638679239,-12.396537616625181,98
608,-12.91060814916818,-12.379554938381874,98
609,-12.443142778241556,-12.35822132617401,98
610,-12.562635794032127,-12.337752655514965,98
611,-13.03231031103504,-12.322442412259086,98
612,-12.909840156256823,-12.306090999840823,98
613,-11.95651185656232,-12.279892024646129,98
614,-12.323272330312813,-12.257372681001725,98
615,-11.983586464265473,-12.231995605564542,98
616,-11.90472952079356,-12.207089639195482,98
617,-11.942882097545855,-12.188627532880597,98
618,-11.968978201863429,-12.164568508382098,98
619,-11.775998555512471,-12.146133719798582,98
620,-11.927528951234564,-12.136010230166434,98
621,-11.9279755822263,-12.124657845408061,98
622,-12.371941173769516,-12.119150286139675,98
623,-12.403740982009534,-12.114046571898314,98
624,-11.929848974648102,-12.108768324868645,98
625,-11.781530028393243,-12.107220372121583,98
626,-10.711502690470276,-12.077310388438182,98
627,-11.779859776590744,-12.058380616647105,98
628,-12.438387400849361,-12.053942972389793,98
629,-11.474560760421948,-12.045046341362786,98
630,-11.486602208075306,-12.044779270688345,98
631,-11.854377421719752,-12.039911751011324,98
632,-11.85984699506409,-12.042834138260478,98
633,-11.519364447395638,-12.040259792654727,98
