Epoch,Score,Average Score,Steps
634,-11.811971492196415,-12.039072635219433,98
635,-11.888857814456602,-12.042339154181395,98
636,-11.902009916425614,-12.046734766798243,98
637,-12.329005858696146,-12.054810965281805,98
638,-12.297156818691251,-12.059261979192575,98
639,-12.30340754634081,-12.068589663825009,98
640,-11.94027191321188,-12.072412452551452,98
641,-11.485077475180299,-12.068446075537716,98
642,-11.340456025259641,-12.066615697743424,98
643,-11.831488019934294,-12.061804683726338,98
644,-11.157441341928038,-12.059681648883794,98
645,-11.155673191197302,-12.056057717493482,98
646,-9.54722819203389,-12.033318678380319,98
647,-10.618045079780577,-12.020750561361433,98
648,-10.070075348571766,-12.003222709767346,98
649,-10.634524736840847,-11.994151267645814,98
650,-11.394292667940391,-11.988830051309591,98
651,-10.271467039747336,-11.96888281827947,98
652,-9.081533767672026,-11.945582394077963,98
653,-10.63276012182676,-11.927656648171554,98
654,-8.973206065931494,-11.89916975788147,98
655,-10.287689398160575,-11.888374576194908,98
656,-10.315956996963429,-11.877741279437032,98
657,-10.182695688314636,-11.860779576483788,98
658,-9.462433137851752,-11.841148737665716,98
659,-10.372918507429617,-11.835028727573514,98
660,-9.76204747301314,-11.818035716026095,98
661,-9.534796395312993,-11.79891465757685,98
662,-9.640558102250482,-11.779832021134922,98
663,-9.59528021533557,-11.760808695700822,98
664,-9.183467997307565,-11.737981794910484,98
665,-9.552633410076218,-11.710475617406884,98
666,-10.153329112774713,-11.696683270635587,98
667,-9.667158491723846,-11.679016481740117,98
668,-9.530356639758843,-11.65507455562327,98
669,-9.096429446909381,-11.627513671437772,98
670,-10.023427146592223,-11.59928696086652,98
671,-8.023573737927348,-11.560599078386128,98
672,-11.065529598155033,-11.548347672610344,98
673,-10.158209641760731,-11.525993082140609,98
674,-11.026455953041502,-11.512476372928548,98
675,-10.370763266332453,-11.492612869803677,98
676,-11.410243384060614,-11.483340605273707,98
677,-9.464064921209166,-11.458296228523146,98
678,-8.490877488911856,-11.41924083578155,98
679,-11.018042551597606,-11.406043543884442,98
680,-11.445008353491339,-11.39146495714662,98
681,-11.018425057503213,-11.3768964215054,98
682,-10.679717958281676,-11.359068245398795,98
683,-11.431076212521036,-11.349418625650125,98
684,-11.79430118870482,-11.343560568709131,98
685,-11.494765776652322,-11.335119313899407,98
686,-11.147739181320599,-11.328378566418102,98
687,-12.322853565117615,-11.326499165413248,98
688,-11.861998677367174,-11.321956289851979,98
689,-11.468418276599152,-11.321182411549124,98
690,-11.024908563485704,-11.306824094105279,98
691,-10.63613713146953,-11.294071896412934,98
692,-10.179760548904772,-11.276851507274735,98
693,-10.765904859901825,-11.259788528040104,98
694,-9.46779143786933,-11.239481914825756,98
695,-10.372690383048754,-11.228851768488202,98
696,-8.97156023892585,-11.194999914093852,98
697,-10.09676602145378,-11.17110975188087,98
698,-10.073992035441965,-11.14790904637166,98
699,-10.053362094917969,-11.125123343261198,98
700,-11.15762701416076,-11.112915734793425,98
701,-10.090876334002898,-11.088571690738087,98
702,-9.27938307727675,-11.056833459098442,98
703,-8.336693036654625,-11.01141741236609,98
704,-9.527920754989491,-10.982978622592093,98
705,-9.301649740400476,-10.947320905390058,98
706,-7.936546352643048,-10.90178566885613,98
707,-10.186655830899928,-10.873666535522558,98
708,-7.806634679082084,-10.823441753744369,98
709,-10.351008773810323,-10.798099185671516,98
710,-10.070825383361557,-10.774610894633101,98
711,-9.356251081406459,-10.742864511339778,98
712,-10.005916184093383,-10.712900213053226,98
713,-8.105691881941315,-10.665334388555054,98
714,-9.912468962547049,-10.645096340099458,98
715,-9.566841867898196,-10.617804949382482,98
716,-9.52318307867618,-10.59344451982219,98
717,-9.127551333785998,-10.56594770608944,98
718,-10.439287043741901,-10.551060626348807,98
719,-9.424108242871567,-10.525863894081562,98
720,-10.634253875011916,-10.514559491304329,98
721,-12.32531877689566,-10.518498004429688,98
722,-10.273537914411794,-10.502117433461226,98
723,-9.421904856371668,-10.472909153090951,98
724,-8.845575404838058,-10.437679790940736,98
725,-9.14334046809532,-10.410090597806551,98
726,-9.123637165337783,-10.383774826885212,98
727,-8.852334000994656,-10.365367216098326,98
728,-9.120806215498932,-10.339039953117219,98
729,-9.907330425354445,-10.313979983062811,98
730,-10.049987239841196,-10.29987529474023,98
731,-9.550536193139225,-10.280706324295318,98
732,-10.084880662551342,-10.263186554402562,98
733,-9.942275148127594,-10.244200694531905,98
734,-9.00120704530646,-10.219268443026069,98
735,-8.669675725633626,-10.188156603753171,98
736,-9.34146327201628,-10.162934875610198,98
737,-8.12542576118156,-10.12554295328105,98
738,-9.014304565126498,-10.092724128592241,98
739,-9.598951317004559,-10.066009222634946,98
740,-8.986638827277961,-10.033169928386798,98
741,-7.831053722807682,-9.992484599768936,98
742,-7.921210573457386,-9.95719878886079,98
743,-8.473791909841847,-9.92881597583685,98
744,-8.045789050260328,-9.891333807820276,98
745,-7.819440124057671,-9.858284290811659,98
746,-7.898029436836246,-9.826030392253628,98
747,-8.267794336811551,-9.813362730320733,98
748,-8.03605891032205,-9.787798510821144,98
749,-7.940249458447665,-9.76671112577041,98
750,-7.931385243172418,-9.739947368407357,98
751,-8.271106017680408,-9.709024728305772,98
752,-8.052615641594462,-9.687055902581486,98
753,-7.911429848026516,-9.675470715258262,98
754,-7.814883614851375,-9.647570947862468,98
755,-8.365228958675061,-9.641551372543098,98
756,-7.803618252182913,-9.616956608721537,98
757,-7.8157569172675885,-9.592202152486925,98
758,-7.892782495818032,-9.569529744640423,98
759,-7.920218402487333,-9.554260291815032,98
760,-7.807513747651754,-9.52886024468852,98
761,-7.8051569694306835,-9.509485091187702,98
762,-7.796433946114371,-9.492273581789696,98
763,-7.890702339485512,-9.474948277207867,98
764,-14.452468764513299,-9.5230392529423,98
765,-11.461240837777211,-9.545591459283582,98
766,-11.204058728722934,-9.561942205012759,98
767,-13.069783549870259,-9.590817991518655,98
768,-11.040646158879941,-9.60441687931228,98
769,-7.901035303824548,-9.588284984897088,98
770,-7.805342130497123,-9.575501942160333,98
771,-7.890284955829195,-9.55438172244981,98
772,-7.813414577085684,-9.5523009386791,98
773,-7.801496681982853,-9.519983781093236,98
774,-7.810015815622824,-9.49673433727009,98
775,-9.410549781579414,-9.480735266265514,98
776,-7.800012139128425,-9.455282284808048,98
777,-7.806758509889542,-9.419604216746945,98
778,-7.803229465193209,-9.403160301340849,98
779,-7.802309063346941,-9.396342792176839,98
780,-8.426637009053602,-9.370685311557592,98
781,-8.1055268330651,-9.337621138088025,98
782,-7.815709564458059,-9.30591108370144,98
783,-7.890946588151005,-9.278299485977374,98
784,-7.795722338197896,-9.242305883261304,98
785,-7.807625044350374,-9.202833842228092,98
786,-7.890147573836609,-9.167144553091303,98
787,-7.8051067308223825,-9.13404918229429,98
788,-7.801958422851055,-9.089287844252047,98
789,-7.9213170139702935,-9.050271194119404,98
790,-7.805170978871733,-9.014001418894381,98
791,-7.795170680782556,-8.982023816095339,98
792,-7.933097604477315,-8.955261048501358,98
793,-7.900965711605266,-8.93269872337958,98
794,-7.799213579250876,-8.903325542383037,98
795,-7.80009579096915,-8.886813704294916,98
796,-9.117317677851478,-8.87438427157019,98
797,-7.804021176455308,-8.862824478872461,98
798,-7.806241358423538,-8.840146016862262,98
799,-7.799989263880094,-8.817631137935907,98
800,-7.795219295658672,-8.795273288438288,98
801,-7.804028045135266,-8.762069338249917,98
802,-7.801386947687346,-8.739401126504218,98
803,-7.803790411752466,-8.724791298132692,98
804,-7.799768103224885,-8.719475209682892,98
805,-7.802958558970908,-8.702396376058946,98
806,-7.804524879215506,-8.687573357631372,98
807,-7.800980561875203,-8.686231122079215,98
808,-7.803013732871264,-8.662630705267048,98
809,-7.803971927762067,-8.662604341392594,98
810,-7.803749353182338,-8.637383951089346,98
811,-7.80190879690478,-8.614919430431359,98
812,-7.799387201477142,-8.599504936570671,98
813,-7.808409648820386,-8.577747446122425,98
814,-7.885975250233209,-8.575572033927294,98
815,-7.803009011274028,-8.554686291835482,98
816,-7.818692763793262,-8.537377884864148,98
817,-7.802218856606428,-8.520338635140684,98
818,-7.805180457757521,-8.507245854189906,98
819,-7.801696604320574,-8.481131097363955,98
820,-7.802559023725749,-8.465076154600132,98
821,-7.885835246859491,-8.43786408897486,98
822,-7.7996952938372575,-8.393055935677253,98
823,-7.800885079096968,-8.368574224436514,98
824,-7.798127809816733,-8.352497223975574,98
825,-7.800458345244691,-8.342149530316233,98
826,-7.800826176902832,-8.328857309611356,98
827,-7.801805122823376,-8.315769863645867,98
828,-7.80183296580789,-8.305368863297483,98
829,-7.802587918543814,-8.292317196990998,98
830,-7.796948596567663,-8.27142232739905,98
831,-7.799826785581224,-8.249143511020236,98
832,-7.801788204832991,-8.231829174502353,98
833,-7.806898756479683,-8.209274898204614,98
834,-7.796801213572573,-8.1880325820209,98
835,-7.7974531552607775,-8.176114226673914,98
836,-7.799074015338432,-8.1674944077601,98
837,-7.8150348719486304,-8.152381255284183,98
838,-7.8839055242694,-8.149989965809805,98
839,-7.803208234743023,-8.137998913033732,98
840,-7.803482138684187,-8.120221990476105,98
841,-8.08966412581824,-8.11134105283789,98
842,-7.797665899214732,-8.111010480327067,98
843,-7.884655476298536,-8.11064854867203,98
844,-7.81449754220537,-8.104120881665727,98
845,-7.800762619166465,-8.101694877397472,98
846,-7.803160352808396,-8.101533691543517,98
847,-7.797528555177094,-8.10053863330927,98
848,-7.807255303459646,-8.095978840899845,98
849,-12.397653924823615,-8.139162949954317,98
850,-10.994435479767446,-8.16940241551194,98
851,-7.799459658773692,-8.168096221607001,98
852,-7.801171574615035,-8.163443405339027,98
853,-7.798490036677567,-8.16092731024084,98
854,-7.8893968981202915,-8.160709162221966,98
855,-7.799428046683412,-8.16055613679456,98
856,-7.905248415532674,-8.156001873991169,98
857,-7.798789492352492,-8.155954064487899,98
858,-7.79987865273442,-8.155796853947965,98
859,-7.80145245691164,-8.154892596137012,98
860,-7.800906946859625,-8.153711294596143,98
861,-7.935864827810634,-8.154982097369993,98
862,-13.20109921166169,-8.208407268085152,98
863,-11.431347240937734,-8.244396508627958,98
864,-7.807545120112585,-8.243573169822284,98
865,-7.801018530038833,-8.177717226906697,98
866,-7.8015748218176935,-8.141482909916997,98
867,-7.805037618168286,-8.107829235555071,98
868,-7.812067283407501,-8.05577263885742,98
869,-7.801307910773486,-8.023699982935574,98
870,-7.801295123334635,-8.02271245639607,98
871,-7.803534383586266,-8.022694557911803,98
872,-7.804196182710323,-8.021842193821518,98
873,-7.801838613156296,-8.021727580317267,98
874,-7.805546740881638,-8.021767679910324,98
875,-7.799278143518523,-8.021661366325132,98
876,-7.891021044373088,-8.006616527342892,98
877,-7.806530867835418,-8.006681069211277,98
878,-7.799970127749998,-8.006613857506926,98
879,-7.8024946166510905,-8.006606581778787,98
880,-7.804571299146769,-8.006628980153042,98
881,-7.800454949014982,-8.000429157776422,98
882,-7.889178475801943,-7.998287094833224,98
883,-7.802364365738086,-7.998154964152827,98
884,-7.88763538127509,-7.998122179926335,98
885,-7.802709365486931,-7.998191358414345,98
886,-7.887411888685051,-7.998981327170133,98
887,-7.890697435192831,-7.998986771341976,98
888,-7.805237717559512,-7.998988068240363,98
889,-7.8060421804837725,-7.999028501484252,98
890,-7.889399235622262,-7.9987124838768455,98
891,-7.890234006586702,-7.999554692072044,98
892,-7.807049352922941,-7.999672302687295,98
893,-7.79719876249202,-7.998326769598331,98
894,-7.802490070549357,-7.997351763251241,98
895,-7.888031646105889,-7.998231150051787,98
896,-7.805585686160456,-7.99828550544972,98
897,-7.8019378969216024,-7.985261943262296,98
898,-7.891413602061481,-7.986127214802949,98
899,-7.804146862799168,-7.986106477222511,98
900,-7.801815923435928,-7.986124562960687,98
901,-7.91815185515216,-7.987341717015078,98
902,-7.802177265733745,-7.987323392466548,98
903,-7.80267345125354,-7.98733613012562,98
904,-7.807143888973984,-7.987369332870387,98
905,-7.889936006780506,-7.9882620843907395,98
906,-7.804518191667623,-7.988277526298628,98
907,-7.804277058622986,-7.988275072629397,98
908,-7.80521625703911,-7.988317010205277,98
909,-7.803240114562787,-7.988319251608163,98
910,-7.889191298739919,-7.989163007756457,98
911,-7.889886897820497,-7.990015854733073,98
912,-7.8070424453237255,-7.9900666829352405,98
913,-7.890929575341741,-7.990973043072515,98
914,-7.807037373452019,-7.990959456187679,98
915,-7.890635748614142,-7.991005599736004,98
916,-7.801625919101319,-7.990991905754097,98
917,-7.802616739773289,-7.990832737199443,98
918,-7.888018211663296,-7.9916822357643635,98
919,-7.807819018663999,-7.991708360129774,98
920,-7.891028697206702,-7.992592836296963,98
921,-7.889664700293634,-7.99345526873823,98
922,-7.807159523667499,-7.992676301181873,98
923,-7.889099667843196,-7.993561493003716,98
924,-7.803321940514827,-7.9935856203444855,98
925,-7.893353689551783,-7.9945284508369125,98
926,-8.407451847504294,-8.000538287492947,98
927,-7.796231720415671,-8.000492797824759,98
928,-8.27314793736092,-8.005159558364733,98
929,-7.816911262938747,-8.005308848435337,98
930,-7.8012098664421785,-8.005295204355122,98
931,-7.804215819826739,-8.005367157060657,98
932,-7.827706175698683,-8.005643190626177,98
933,-7.801608325615087,-8.005641409643822,98
934,-7.892715056146814,-8.00649107597716,98
935,-9.217257003704244,-8.020554994691336,98
936,-7.80334077781614,-8.020613287983963,98
937,-7.797295507501724,-8.02059567899548,98
938,-7.800100882084799,-8.020447817709702,98
939,-7.797495782174195,-8.019592275708758,98
940,-7.808943829195583,-8.019649063772643,98
941,-7.797621208164692,-8.0195910347576,98
942,-7.796288337961916,-8.016686323986743,98
943,-7.799589884760628,-8.016705373348582,98
944,-7.798320380578272,-8.01585057042066,98
945,-7.801447566177121,-8.015721362737212,98
946,-7.800128569017431,-8.015715085012964,98
947,-7.798802850766565,-8.015671941428392,98
948,-7.891967455595868,-8.0166069800464,98
949,-7.800851144972172,-8.016543572536623,98
950,-7.80083037733838,-7.971030468106076,98
951,-7.805353770531133,-7.939455401677993,98
952,-7.809461322038665,-7.939554428046954,98
953,-7.8904114135464996,-7.940437990808653,98
954,-8.340515793871024,-7.945804582464033,98
955,-7.799926786755043,-7.944918739777249,98
956,-7.815663373633344,-7.945079485588635,98
957,-7.806268515808384,-7.944099486581464,98
958,-7.801764610204133,-7.944128943193855,98
959,-7.808645500646719,-7.9442157436682335,98
960,-7.8037568481876995,-7.944238559423442,98
961,-7.801405234795368,-7.94424349296736,98
962,-7.8046264552844065,-7.942944103140369,98
963,-7.802291202811981,-7.889490558498291,98
964,-7.892937348934672,-7.854456797191331,98
965,-7.890872619452957,-7.855281821937273,98
966,-7.895878004231585,-7.856221024652053,98
967,-7.806345864952786,-7.856268262702896,98
968,-8.133047867773504,-7.859515888936611,98
969,-7.79722691922718,-7.859368954637796,98
970,-7.8006777628065525,-7.8593627155490156,98
971,-7.802837366564674,-7.859377985283965,98
972,-7.888268117427416,-7.86021693314378,98
973,-8.105433177165231,-7.863199477643333,98
974,-7.8983054378802375,-7.864154594719808,98
975,-7.81075492499252,-7.864206160899122,98
976,-7.889690799327301,-7.865101335709111,98
977,-7.8914158013211955,-7.865105244193746,98
978,-7.896269744727899,-7.865993747925355,98
979,-7.809004070693172,-7.86608319290499,98
980,-7.805883972693618,-7.86611675088561,98
981,-7.88816378791245,-7.86694439928923,98
982,-7.890511299972964,-7.86783604632842,98
983,-7.896627442689154,-7.867909798475819,98
984,-7.805394332776336,-7.867939798149464,98
985,-7.887567105856044,-7.8679391221552155,98
986,-7.805767449359669,-7.8679694002133616,98
987,-7.805617698548174,-7.8671595567466595,98
988,-7.889542067531287,-7.867148117462882,98
989,-7.796375994788363,-7.8670603776334636,98
990,-7.8018022436171925,-7.867018398060527,98
991,-7.806487494628476,-7.866197489733857,98
992,-7.804548968739329,-7.865349123022497,98
993,-7.804046838327288,-7.865319395155214,98
994,-7.80163142616022,-7.865363282914305,98
995,-7.796151822476653,-7.865300527982892,98
996,-7.803909000590407,-7.864467630502539,98
997,-7.801865558158994,-7.864430797552029,98
998,-7.886248521321492,-7.865265556209454,98
999,-7.805643817865565,-7.864416350425334,98
1000,-7.803178633332435,-7.864406763994971,98
1001,-7.803522102803773,-7.86442365686,98
1002,-7.802078476941968,-7.863274415491582,98
1003,-7.804637393466535,-7.863298773191907,98
1004,-7.799170518620761,-7.863264090690592,98
1005,-7.801505237486026,-7.863208262458038,98
1006,-7.802478923171683,-7.862342350739137,98
1007,-7.802633959460268,-7.86232369497471,98
1008,-7.88714969671695,-7.863144216143956,98
1009,-7.80276759664613,-7.86311997198165,98
1010,-7.801943903797895,-7.863107138211701,98
1011,-7.801242310781118,-7.862236356152704,98
1012,-7.803081481078602,-7.861376896581002,98
1013,-7.798283775932822,-7.861290177082083,98
1014,-7.908675064789441,-7.861465874997407,98
1015,-7.800503912221538,-7.861401187262451,98
1016,-7.801337399541946,-7.860517045192429,98
1017,-7.888548509769268,-7.861377664902013,98
1018,-7.807488171226007,-7.861425896896592,98
1019,-7.80035955631596,-7.860557989417906,98
1020,-7.802307543499067,-7.860503420356867,98
1021,-7.802331297550815,-7.859625228281068,98
1022,-7.802361196153804,-7.85876083715097,98
1023,-7.800444834607179,-7.858694355081067,98
1024,-7.80343468599073,-7.857846186943912,98
1025,-7.804162018269752,-7.857854504545446,98
1026,-7.807090659559525,-7.8570004151395825,98
1027,-7.803422869999825,-7.851019930213797,98
1028,-7.803040234982197,-7.851087341249107,98
1029,-7.799100870812353,-7.846393805936745,98
1030,-7.804148342661017,-7.846267440389442,98
1031,-7.798721656580222,-7.846242804648235,98
1032,-7.79963460069324,-7.846197446042952,98
1033,-7.804569884034396,-7.845968373848257,98
1034,-7.800009573976106,-7.845952544624109,98
1035,-7.797510659618171,-7.845009926836697,98
1036,-7.804680862766418,-7.831024024451173,98
1037,-7.802836912937147,-7.831019035689994,98
1038,-7.797490748475461,-7.83102096876894,98
1039,-7.798996224417797,-7.831010031564317,98
1040,-7.804431855386382,-7.831078705556517,98
1041,-7.80120978475081,-7.831002130859043,98
1042,-7.798049182240691,-7.8310063682261335,98
1043,-7.799703539692475,-7.831040182104655,98
1044,-7.800394628139634,-7.831048149860882,98
1045,-7.8040276982303585,-7.831104657956447,98
1046,-7.803396127359092,-7.831123950641417,98
1047,-7.798366276641751,-7.831106502202054,98
1048,-7.800020550912231,-7.831118558639141,98
1049,-7.8055947525600065,-7.830263383361557,98
1050,-7.799690446561993,-7.830251891298088,98
1051,-7.886068347926473,-7.8310958316009405,98
1052,-7.8128288270488735,-7.831169842061512,98
1053,-7.802022934573859,-7.831096194660871,98
1054,-7.802864315403336,-7.83022939170896,98
1055,-7.796766512795094,-7.824845735460683,98
1056,-7.801938872095666,-7.824865657097719,98
1057,-7.803526783910964,-7.824745492843042,98
1058,-7.797039326784694,-7.824654114733896,98
1059,-7.796205194972043,-7.824599071018727,98
1060,-7.802847383256308,-7.824541663915852,98
1061,-7.795333598366415,-7.824458265402769,98
1062,-7.79974117501922,-7.824441789563402,98
1063,-7.797041313840742,-7.82436668915307,98
1064,-7.80365444851847,-7.824380186635312,98
1065,-7.798578717366153,-7.823445942758396,98
1066,-7.8003672835126405,-7.822549850323344,98
1067,-7.795988555286771,-7.821560845878344,98
1068,-7.796205263437742,-7.821460443883145,98
1069,-7.795830093939021,-7.818121654043201,98
1070,-7.803433828574793,-7.818183108591197,98
1071,-7.805883627911793,-7.818234651810061,98
1072,-7.797955255050232,-7.818186314072296,98
1073,-7.797796634794732,-7.817290556818506,98
1074,-7.8016833240283585,-7.814283132530022,98
1075,-7.7981465983772855,-7.813291460851774,98
1076,-7.888870971345222,-7.814064887053286,98
1077,-7.804225726924953,-7.813218698217619,98
1078,-7.800364262337039,-7.812317197831637,98
1079,-7.79853785234497,-7.811349555332796,98
1080,-7.799938360471648,-7.811259795825653,98
1081,-7.799345672226476,-7.811195060177464,98
1082,-7.8009972680454815,-7.810332025327296,98
1083,-7.800250232637897,-7.809438351393286,98
1084,-7.928621445168164,-7.809755123695057,98
1085,-7.797995015527274,-7.809681863128235,98
1086,-7.798686321817707,-7.80880185536548,98
1087,-7.800781142651598,-7.808752485992132,98
1088,-7.803897362579886,-7.808735452962741,98
1089,-7.797945341285048,-7.807828554683076,98
1090,-7.895500649995516,-7.80880998691285,98
1091,-7.799312713512955,-7.808785338099935,98
1092,-7.798993082731748,-7.80871113600195,98
1093,-7.801154295002458,-7.808677525370891,98
1094,-7.802154613970732,-7.808658790476271,98
1095,-7.800294604714671,-7.808645554620376,98
1096,-7.798444169268899,-7.808668251123269,98
1097,-7.797401830716122,-7.808603823698772,98
1098,-7.806188067007216,-7.808646620816081,98
1099,-7.8025548825948405,-7.807817970927697,98
1100,-7.800326425739895,-7.807765323480909,98
1101,-7.801126479545888,-7.807745005126587,98
1102,-7.802964366689694,-7.807739482986844,98
1103,-7.800103670913422,-7.807719930451908,98
1104,-7.797816280816896,-7.8076523946831,98
1105,-7.799848905271482,-7.807659111382612,98
1106,-7.797116860483149,-7.807615662105356,98
1107,-7.813696551267569,-7.807726727730066,98
1108,-7.801474307414177,-7.807715246026639,98
1109,-7.80062846311707,-7.806858600149413,98
1110,-7.799770876085643,-7.806828929648814,98
1111,-7.796807910455478,-7.806778078229583,98
1112,-7.800507594173349,-7.806770803807725,98
1113,-7.799173002383464,-7.806732105998861,98
1114,-7.797126863654741,-7.80672065142185,98
1115,-7.805369237562351,-7.8056978214493045,98
1116,-7.808669014873231,-7.805778664049816,98
1117,-7.807187147844658,-7.805836582349843,98
1118,-7.807461594499918,-7.805033741604602,98
1119,-7.79624867733348,-7.804922459486853,98
1120,-7.801149481536756,-7.8049302805286445,98
1121,-7.802246679270877,-7.804929677912523,98
1122,-7.797725094942525,-7.804884071946105,98
1123,-7.796768398581494,-7.804828697712717,98
1124,-7.799686477981271,-7.804821189231271,98
1125,-7.799275849003439,-7.804780012627437,98
1126,-7.799040714010452,-7.8047293066446715,98
1127,-7.809990897930104,-7.804758021876064,98
1128,-7.797890899903351,-7.804703249894909,98
1129,-7.817006515935223,-7.804841529904345,98
1130,-7.800287192904058,-7.80485327566763,98
1131,-7.796773549938326,-7.8047802579179,98
1132,-7.800574992546142,-7.804798607778948,98
1133,-7.801519738806402,-7.804817272512742,98
1134,-7.807763173876534,-7.804848889243853,98
1135,-7.801035523364316,-7.804859047158589,98
1136,-7.806176282473318,-7.8049448454046795,98
1137,-7.8018890079310115,-7.804917203277595,98
1138,-7.80371658966946,-7.804925912948213,98
1139,-7.798297578422176,-7.804933901363527,98
1140,-7.803641783827679,-7.804979897001247,98
1141,-7.802824707706787,-7.804963984647984,98
1142,-7.899150679275461,-7.805933696474961,98
1143,-7.803050384258778,-7.805983213326625,98
1144,-7.8064476785724235,-7.806049986978902,98
1145,-7.797364167366024,-7.806019982416787,98
1146,-7.798199967036433,-7.805962282107938,98
1147,-7.798102812871566,-7.805909873053606,98
1148,-7.821940085263974,-7.80614327709937,98
1149,-7.802314869934158,-7.80616599312929,98
1150,-7.796756346140055,-7.806078484154835,98
1151,-7.803170421327673,-7.806112939350534,98
1152,-7.8019956299759095,-7.805280536202509,98
1153,-7.799026916922168,-7.8051438836269975,98
1154,-7.799199882271591,-7.805115932614101,98
1155,-7.804068850261309,-7.805127858701805,98
1156,-7.802875263561294,-7.805188341382658,98
1157,-7.806022238629991,-7.805228770754288,98
1158,-7.916273906989393,-7.806345078903579,98
1159,-7.80072195898641,-7.806381540608546,98
1160,-7.8042564485074095,-7.806461255990085,98
1161,-7.805875463260903,-7.80649123698023,98
1162,-7.95992779296338,-7.808120882471288,98
1163,-7.811035669929109,-7.808232709153564,98
1164,-7.798881977604891,-7.808250933547269,98
1165,-7.799486445006144,-7.8082096661857605,98
1166,-7.799592213425997,-7.8082197008002145,98
1167,-7.799587507358176,-7.808211980244229,98
1168,-7.79841181623652,-7.808235972926899,98
1169,-7.801522444336557,-7.808288618282332,98
1170,-7.80120046378679,-7.808341790261024,98
1171,-7.7977013382691265,-7.808285032931266,98
1172,-7.8000616259195175,-7.808227389347183,98
1173,-7.801484273982947,-7.808262330128696,98
1174,-7.796823653013472,-7.808252696645713,98
1175,-7.801412743488886,-7.8082500176304706,98
1176,-7.79978355414575,-7.808266225113327,98
1177,-7.8034697381985225,-7.807420668349497,98
1178,-7.8058830713006735,-7.807437077699752,98
1179,-7.8080807476402505,-7.807513478544337,98
1180,-7.797542965157529,-7.8075036281761445,98
1181,-7.813307251360811,-7.8076359934324735,98
1182,-7.891088389670451,-7.808544337169543,98
1183,-7.802615668097379,-7.808560360932432,98
1184,-7.79896641018388,-7.808547649819027,98
1185,-7.803108982625763,-7.807304952170093,98
1186,-7.807965112107114,-7.807403665997616,98
1187,-7.802154401712731,-7.80743800342232,98
1188,-7.8007446662149444,-7.807437642269482,98
1189,-7.799667545718124,-7.807395762894612,98
1190,-7.800620936052019,-7.807422253931909,98
1191,-7.801376607430196,-7.806490332718391,98
1192,-7.802109577294872,-7.806518024439003,98
1193,-7.799534955599988,-7.806523389516905,98
1194,-7.799088284693296,-7.80650293396929,98
1195,-7.798310320737029,-7.806464871660047,98
1196,-7.797282405464562,-7.806435047905096,98
1197,-7.80119409531406,-7.80646227489564,98
1198,-7.801636658474895,-7.806504203883351,98
1199,-7.800506199500139,-7.80644794776942,98
1200,-7.808123818895719,-7.806503085752596,98
1201,-7.799112483386258,-7.806491066521373,98
1202,-7.798691996691003,-7.806466962730731,98
1203,-7.799659823368112,-7.806434244480021,98
1204,-7.896282140633239,-7.8073865065564565,98
1205,-7.80238949760893,-7.807431785930635,98
1206,-7.798391284192712,-7.8074173540387655,98
1207,-7.809313720506703,-7.807538115029098,98
1208,-7.810159978689686,-7.80750309945902,98
1209,-7.807350748785323,-7.807561282046853,98
1210,-7.80108831721536,-7.807565835057727,98
1211,-7.797530674781669,-7.807543654846797,98
1212,-7.807728095532676,-7.8076517754911245,98
1213,-7.800197577350893,-7.807648706017635,98
1214,-8.212701437591665,-7.811743046960291,98
1215,-7.79951411413956,-7.811766683103706,98
1216,-7.80942727922565,-7.811806861734036,98
1217,-7.801737358776134,-7.8117382314756485,98
1218,-7.909366409216767,-7.812749907330819,98
1219,-7.800943811498973,-7.8126853748258585,98
1220,-7.801641131413384,-7.812738765460312,98
1221,-7.798466384313002,-7.812712200141264,98
1222,-7.8019315656037715,-7.812709080203966,98
1223,-7.91541727376017,-7.81387434930117,98
1224,-7.797549212709603,-7.813882080134122,98
1225,-7.800171795860852,-7.813886885261644,98
1226,-7.799773580741127,-7.813891813298648,98
1227,-7.80205095627135,-7.813921617677471,98
1228,-7.799794927950441,-7.813820667479651,98
1229,-7.918050196599214,-7.815010363486542,98
1230,-7.82560573132616,-7.815095504232986,98
1231,-7.799786745134267,-7.815090549304573,98
1232,-7.799190387913226,-7.815114478393433,98
1233,-7.800087214921921,-7.8151096489120055,98
1234,-7.802515018517189,-7.815119503166568,98
1235,-7.811281832511932,-7.815154341370878,98
1236,-7.801236579220766,-7.815156332022924,98
1237,-7.802258160236626,-7.8151175387334515,98
1238,-7.929770934838578,-7.816383696425605,98
1239,-7.811764836493805,-7.816463382037727,98
1240,-7.800105119294514,-7.816481278482009,98
1241,-7.798740551256488,-7.816432751426848,98
1242,-7.811828233479098,-7.8165218952463755,98
1243,-7.8066824093013185,-7.815606367820888,98
1244,-7.803808208159842,-7.81561387102783,98
1245,-7.7990994924887165,-7.815541116710169,98
1246,-7.7984494859744835,-7.815551862438966,98
1247,-7.798529728804581,-7.8155551274069675,98
1248,-7.8003557588055745,-7.815577433802354,98
1249,-7.8004357205831,-7.815364519300564,98
1250,-7.8106827244123735,-7.815447369344902,98
1251,-7.80408663941739,-7.815519946506065,98
1252,-7.941537182279722,-7.816889914436282,98
1253,-7.805282401744811,-7.816922456731023,98
